"","Grid_lat","Grid_lon","2000","2001","2004","2005","2006","2007","2008","2009","2012","2014","2015","2016","2017"
"148",8.25,109.75,371.05,409.61,385.15,418.01,405.48,397.16,365.19,387.68,394.98,401.4,412.38,416.81,418.43
"149",8.25,110.25,364.15,414.21,385.48,412.94,406.03,401.59,365.99,389.95,393.37,405.3,409.46,420.73,423.05
"150",8.25,110.75,350.88,412.56,384.57,405.79,405.25,396.69,366.01,388.38,389.88,399.19,405.51,434.14,423.37
"151",8.25,111.25,350.21,397.55,377.57,405.81,402.03,381.43,352.86,377.71,391.78,382.31,419.81,427.07,412.42
"152",8.25,111.75,361.62,405.48,391.65,409.51,405.06,399.69,372.81,393.09,398.49,395.89,416.14,443.53,415.21
"153",8.25,112.25,362.56,419.52,392.17,400.19,400.68,400.34,374.86,391.67,401.72,394,403.18,448.27,409.64
"154",8.25,112.75,346.53,419.94,396.05,412.54,405.45,396.31,368.67,387.14,405.96,398.24,405.28,443.41,411.77
"155",8.25,113.25,335.47,425.02,393.84,413.71,394.08,398.57,356.85,381.94,404.42,397.06,399.57,465.52,406.24
"156",8.25,113.75,351.79,422.89,392.25,428.37,406.09,394.96,364.25,384.95,405.1,390.45,398.16,463.33,404.2
"157",8.25,114.25,352.21,414.37,389.68,417.82,412.82,397.79,365.45,389.74,399.43,400.38,415.28,432.91,422.21
"158",8.25,114.75,349.82,421.93,391.33,391.58,402.94,399.07,371.81,390.39,396.78,405.21,406.9,427.84,426.58
"159",8.25,115.25,345.34,417.98,392.95,387.08,391.22,398.69,365.22,386.25,397.19,407.7,410.74,427.23,422.79
"160",8.25,115.75,361.44,417.81,401.98,394.13,392.9,404.12,378.58,393.36,403.99,410.89,410.94,432.37,418.56
"161",8.25,116.25,359.44,412.8,398.16,388.37,388.11,401.44,368.62,388.17,403.32,413.47,422.32,414.63,422.11
"162",8.25,116.75,368.47,414.19,401.35,393.02,390.33,402.07,371.9,390.33,407.92,413.51,426.82,414.71,420.88
"163",8.25,117.25,392.16,436.28,402.75,397.51,412.97,416,394.51,406.61,410.71,419.96,413.3,412.02,431.61
"164",8.25,117.75,393.25,434.63,406.93,396.86,408.99,417.95,400.5,409.33,410.96,418.26,408.4,426.6,426.1
"165",8.25,118.25,396.95,435.29,393.38,390.61,400.5,411.79,386.06,399.49,403.81,411.61,403.66,414.04,421.88
"166",8.25,118.75,408.47,429.82,391.95,385.21,396.83,410.78,389.91,399.14,402.95,411.37,404.13,403.94,420.7
"167",8.25,119.25,401.15,433.22,387.92,381.03,395.19,411.29,383.03,396.88,400.32,411.17,403.25,403.74,422.18
"168",8.25,119.75,401.25,429.24,382.24,387.41,397.85,402.55,373.12,390.14,402.17,401.72,409.9,397.34,416.91
"169",8.25,120.25,399.5,418.4,378.69,404.64,404.07,393.85,361.37,383.23,405.86,395.86,424.44,387.08,414.32
"170",8.25,120.75,386.69,421.58,381.63,376.63,396.33,394.55,371.57,386.64,398.4,398.54,412.52,392.47,419.8
"171",8.25,121.25,378.28,423.67,383.43,373.33,399.79,399.37,377.11,391.69,394.86,401.87,407.19,401.32,425.12
"172",8.25,121.75,369.29,405.35,389.21,392.07,391.03,396.99,360.82,384.84,399.94,409.19,433.17,399.91,425.05
"173",8.75,109.25,350.13,420.96,375.12,391.28,391.33,396.36,348.08,378.58,386.68,403.88,405.4,409.8,423.76
"174",8.75,109.75,355.12,412.36,375.88,400.06,385.94,391.28,345.4,374.62,386.73,401.23,407.79,411.34,417.94
"175",8.75,110.25,357.04,417.48,377.68,382.46,382.07,397.61,351.82,380.09,386.79,402.07,406.56,416.38,418.27
"176",8.75,110.75,352.87,419.8,376.81,365.3,379.41,400.95,356.21,381.91,385.42,403.26,402.36,416.87,421.27
"177",8.75,111.25,358.58,407.42,381.91,374.95,392.02,399.98,372.18,391.19,382.62,401.34,406.42,425.13,426.93
"178",8.75,111.75,351.15,417.59,391.43,395.66,404.69,404.35,376.35,394.76,394.94,403.2,402.76,439.97,422.53
"179",8.75,112.25,373.29,414.25,385.81,400.4,390.47,398.46,363.86,384.42,402.96,390.4,408.58,440.04,401.49
"180",8.75,112.75,374.87,413.43,384.58,421.74,404.15,395.36,364.9,386.73,400.24,387.12,407.44,444.23,403.88
"181",8.75,113.25,342.3,430.2,385.68,416.98,397.06,397.5,353.82,380.32,398.6,394.33,390.28,457.45,405.89
"182",8.75,113.75,346.4,428.92,384.2,423.19,401.51,394.8,348.9,378.17,402.27,393.67,399.53,444.48,406.31
"183",8.75,114.25,347.16,426.5,392.18,405.5,401.42,397.57,363.66,385.07,404.03,399.91,402.83,436.79,412.92
"184",8.75,114.75,336.66,419.97,387.33,410.56,396.37,396.8,349.45,379.86,397.52,404.33,409.53,431.97,417.82
"185",8.75,115.25,325.92,424.5,386.46,395.1,392.37,398.38,351.58,380.08,391.96,409.2,401.25,431.95,425.29
"186",8.75,115.75,337.08,416.78,394.74,385.69,382.06,400.99,367.26,386.88,392.04,405.24,398.49,456.41,417.3
"187",8.75,116.25,357.39,417.65,395.04,393.03,405.51,398.38,380.68,393.4,400.42,401.28,406.34,430.62,421.03
